,Field_Name,Harvest Year,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Enter Crop Area (ha),Enter Total Wet Mass Harvested (kg),Enter Dry Finished Yield Mass (kg),Soil_Organic_Matter,Yield_kg_per_Ha,Yield_kg_per_Ha_Dry,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha,Season
628,M7I2177,2021,1125.68,350.0,20.0,41.0,308580.0,175640,2.459999918937683,7526.341463414634,4283.90243902439,92.0,0.0,20.9,0.0,98.8,0.0,108.0,WINTER
629,M7I2178,2021,106.79,350.0,25.0,50.0,384380.0,153750,2.837500015894572,7687.6,3075.0,92.0,0.0,19.8,0.0,93.6,0.0,108.0,WINTER
630,M7I2179,2021,-1147.02,350.0,20.0,96.0,722530.0,411260,3.4375,7526.354166666667,4283.958333333333,0.0,0.0,19.8,0.0,93.6,0.0,120.0,WINTER
631,M7V2109,2021,889.29,450.0,25.0,68.0,591930.0,338880,3.1,8704.85294117647,4983.529411764706,92.0,0.0,27.5,0.0,130.0,0.0,108.0,SUMMER
633,M7V2110,2021,1379.92,450.0,29.0,102.0,700450.0,396600,2.3,6867.156862745098,3888.235294117647,92.0,24.0,0.0,120.0,0.0,0.0,108.0,SUMMER
634,M6V2139,2021,802.59,450.0,15.0,60.0,580560.0,256090,0.5903333333333334,9676.0,4268.166666666667,0.0,23.3,0.0,76.89,0.0,0.0,0.0,SUMMER
635,M6V2140,2021,534.02,450.0,15.0,62.5,691610.0,339030,1.453709677419355,11065.76,5424.48,46.0,23.3,0.0,76.89,0.0,0.0,0.0,SUMMER
636,M6V2143,2021,744.04,450.0,15.0,72.0,690510.0,292500,0.5900000000000001,9590.416666666666,4062.5,0.0,0.0,0.0,0.0,0.0,90.0,0.0,SUMMER
637,M6V2136,2021,-1008.32,450.0,15.0,29.0,374580.0,220740,3.73,12916.551724137931,7611.724137931034,0.0,90.0,22.33,0.0,105.56,120.0,0.0,SUMMER
638,M6I2133,2021,889.8,350.0,21.0,45.0,64570.0,30540,3.0125,1434.888888888889,678.6666666666666,184.0,0.0,60.5,0.0,286.0,0.0,0.0,WINTER
639,M6I2173,2021,1427.98,350.0,13.0,25.0,131950.0,70500,2.230769230769231,5278.0,2820.0,184.0,0.0,60.5,0.0,286.0,0.0,0.0,WINTER
640,M6I2161,2021,441.3,350.0,15.0,86.0,557280.0,278640,3.330000000000003,6480.0,3240.0,184.0,0.0,29.7,0.0,140.4,0.0,138.0,WINTER
642,M6V2144,2021,-454.38,450.0,15.0,41.0,263620.0,118440,2.4,6429.756097560976,2888.7804878048782,0.0,0.0,29.7,0.0,140.4,0.0,0.0,SUMMER
643,M6I2142,2021,874.36,350.0,21.0,55.21,502150.0,277590,2.9875,9095.272595544286,5027.893497554791,115.0,0.0,26.4,0.0,124.8,0.0,150.0,WINTER
645,M6I2145,2021,493.64,350.0,21.0,83.16,676100.0,405800,3.1,8130.11063011063,4879.74987974988,69.0,0.0,26.4,0.0,124.8,0.0,0.0,WINTER
647,M6I21119,2021,-1190.97,350.0,15.0,65.0,196610.0,190120,3.0355140186915888,3024.769230769231,2924.923076923077,0.0,15.0,0.0,90.0,0.0,30.0,90.0,WINTER
648,M6I21120,2021,-1410.83,350.0,15.0,65.0,176170.0,170350,3.318181818181818,2710.3076923076924,2620.769230769231,0.0,15.0,0.0,90.0,0.0,30.0,90.0,WINTER
649,M6I21121,2021,-1190.97,350.0,15.0,70.0,211740.0,204750,3.0355140186915888,3024.8571428571427,2925.0,0.0,15.0,0.0,90.0,0.0,30.0,90.0,WINTER
650,M6I21124,2021,-1262.25,350.0,15.0,122.4,399860.0,386660,3.1419354838709674,3266.830065359477,3158.986928104575,0.0,15.0,0.0,90.0,0.0,30.0,90.0,WINTER
652,M8V2112,2021,836.03,450.0,13.0,117.0,539540.0,207080,2.7416666666666667,4611.452991452991,1769.91452991453,128.8,0.0,0.0,0.0,0.0,0.0,90.0,SUMMER
654,M8V2113,2021,532.7,450.0,15.0,118.0,724450.0,316370,2.665,6139.406779661017,2681.101694915254,87.4,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
655,M6I2146,2021,-780.0,350.0,15.0,54.0,363790.0,197790,2.67,6736.851851851852,3662.777777777778,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
657,M6I2147,2021,-784.57,350.0,15.0,30.0,190900.0,91800,2.66,6363.333333333333,3060.0,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
658,M6I2148,2021,-878.14,350.0,15.0,20.0,68000.0,28890,2.66,3400.0,1444.5,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
659,M6I2149,2021,-815.78,350.0,15.0,20.0,154450.0,78460,2.76,7722.5,3923.0,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
660,M6I2150,2021,-806.41,350.0,15.0,20.0,94730.0,48930,2.62,4736.5,2446.5,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
661,M6I2151,2021,-892.81,350.0,15.0,42.0,261300.0,123750,2.8,6221.428571428572,2946.428571428572,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
662,M6I2152,2021,-526.57,350.0,15.0,30.0,125630.0,61460,2.22,4187.666666666667,2048.6666666666665,0.0,34.4,0.0,120.4,0.0,68.8,0.0,WINTER
663,M6I21186,2021,1050.18,350.0,15.0,80.0,247790.0,239620,2.2394736842105263,3097.375,2995.25,177.1,0.0,27.5,0.0,130.0,0.0,130.2,WINTER
664,M6I21187,2021,874.96,350.0,15.0,100.0,218500.0,210000,2.4363636363636365,2185.0,2100.0,177.1,0.0,27.5,0.0,130.0,0.0,130.2,WINTER
665,M6I21188,2021,924.29,350.0,24.0,120.0,223070.0,215710,2.6045454545454545,1858.9166666666667,1797.5833333333333,177.1,0.0,27.5,0.0,130.0,0.0,130.2,WINTER
666,M8V2144,2021,562.63,450.0,12.0,40.0,180690.0,80530,2.6,4517.25,2013.25,92.0,0.0,0.33,0.0,1.56,0.0,0.0,SUMMER
667,M8V2145,2021,1044.24,450.0,26.0,145.0,838050.0,310330,2.4,5779.6551724137935,2140.206896551724,92.0,0.0,0.33,0.0,1.56,0.0,0.0,SUMMER
669,M2I2118,2021,-560.47,350.0,15.0,167.0,697390.0,665800,3.525,4175.988023952096,3986.826347305389,55.2,0.0,19.8,0.0,93.6,0.0,120.0,WINTER
670,M2I2120,2021,-549.69,350.0,15.0,132.0,1052430.0,560100,2.3200000000000003,7972.954545454545,4243.181818181818,0.0,0.0,0.0,0.0,0.0,0.0,120.0,WINTER
672,M2I2121,2021,-1596.85,350.0,9.0,169.0,696890.0,665320,3.595,4123.609467455622,3936.804733727811,0.0,0.0,19.8,0.0,93.6,0.0,120.0,WINTER
674,M2I2122,2021,10.59,350.0,9.0,121.0,772680.0,429460,3.365,6385.785123966943,3549.256198347108,55.2,0.0,20.35,0.0,96.2,0.0,120.0,WINTER
676,M2I2141,2021,-608.16,350.0,15.0,75.0,612790.0,336420,2.407264,8170.533333333334,4485.6,0.0,0.0,0.0,0.0,0.0,0.0,120.0,WINTER
677,M7V2159,2021,211.31,450.0,25.0,120.0,891330.0,364460,4.0,7427.75,3037.1666666666665,92.0,0.0,28.38,0.0,134.16,0.0,162.0,SUMMER
679,M8V2124,2021,1417.4,450.0,28.0,23.0,144690.0,71370,2.1864285714285714,6290.869565217391,3103.043478260869,170.2,0.0,27.5,0.0,130.0,0.0,114.0,SUMMER
680,M8V2125,2021,1180.36,450.0,25.0,50.0,245540.0,128370,2.4338,4910.8,2567.4,170.2,0.0,33.0,0.0,156.0,0.0,114.0,SUMMER
681,M8V2126,2021,780.88,450.0,25.0,28.0,160320.0,72600,3.068571428571428,5725.714285714285,2592.8571428571427,174.8,0.0,33.0,0.0,156.0,0.0,114.6,SUMMER
683,M8V2149,2021,1076.78,450.0,24.0,50.0,196420.0,84990,2.4338,3928.4,1699.8,170.2,0.0,27.5,0.0,130.0,0.0,114.0,SUMMER
684,M6V21110,2021,1107.97,450.0,15.0,60.0,637640.0,345860,2.5,10627.333333333334,5764.333333333333,92.0,0.0,22.0,0.0,104.0,120.0,0.0,SUMMER
685,M6V21111,2021,-433.52,450.0,15.0,115.0,1110740.0,623130,2.5,9658.608695652174,5418.521739130435,0.0,0.0,22.0,0.0,104.0,0.0,120.0,SUMMER
687,M8V2127,2021,765.19,450.0,14.0,48.0,230660.0,83730,2.563913043478261,4805.416666666667,1744.375,161.0,0.0,33.0,0.0,156.0,0.0,115.8,SUMMER
688,M8V2128,2021,871.47,450.0,17.0,48.0,334980.0,164440,2.717777777777777,6978.75,3425.833333333333,170.2,0.0,33.0,0.0,156.0,0.0,115.8,SUMMER
689,M8V2129,2021,1031.5,450.0,25.0,73.0,307590.0,144930,2.5357142857142856,4213.561643835616,1985.342465753425,170.2,0.0,27.5,0.0,130.0,0.0,115.8,SUMMER
691,M8V2130,2021,1705.3,450.0,16.0,19.0,102250.0,48670,2.5846153846153843,5381.578947368421,2561.5789473684213,243.8,0.0,33.0,0.0,156.0,0.0,115.8,SUMMER
692,M7V2137,2021,1626.4,450.0,31.0,163.0,925450.0,454670,3.2700000000000005,5677.60736196319,2789.3865030674847,268.18,0.0,16.28,0.0,76.96,0.0,120.0,SUMMER
693,M7V2138,2021,1198.62,450.0,27.0,150.0,747230.0,350000,2.5,4981.533333333334,2333.333333333333,193.2,0.0,16.28,0.0,76.96,0.0,0.0,SUMMER
695,M7V2139,2021,1555.52,450.0,37.0,115.0,645330.0,312020,2.5,5611.565217391304,2713.217391304348,201.48,0.0,16.28,0.0,76.96,0.0,111.0,SUMMER
697,M7V2140,2021,1550.66,450.0,33.0,53.0,407530.0,189420,2.5,7689.245283018868,3573.962264150944,207.0,0.0,16.28,0.0,76.96,0.0,0.0,SUMMER
699,M7V2141,2021,1198.42,450.0,32.0,15.0,69940.0,31700,2.5,4662.666666666667,2113.333333333333,92.0,0.0,16.28,0.0,76.96,0.0,0.0,SUMMER
701,M6I2185,2021,1227.33,350.0,15.0,30.1,221010.0,95720,2.5,7342.524916943521,3180.066445182724,69.0,40.0,0.0,120.0,0.0,160.0,0.0,WINTER
702,M6I2186,2021,1227.33,350.0,15.0,30.8,226150.0,97940,2.5,7342.532467532467,3179.87012987013,69.0,40.0,0.0,120.0,0.0,160.0,0.0,WINTER
703,M6I21146,2021,367.54,350.0,12.0,121.6,959310.0,482630,2.95,7889.0625,3968.996710526316,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
705,M6I21147,2021,387.73,350.0,12.0,100.8,740900.0,396080,2.9,7350.1984126984125,3929.36507936508,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
707,M6I21148,2021,247.19,350.0,14.0,120.27,1041930.0,557010,3.2,8663.257670241956,4631.329508605638,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
709,M6I21149,2021,424.83,350.0,13.0,120.2,947170.0,506350,2.9,7879.950083194675,4212.562396006655,92.0,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
711,M7I2156,2021,-43.81,350.0,21.0,130.44,867710.0,467000,3.8,6652.177246243484,3580.1901257283043,159.16,0.0,28.6,0.0,135.2,0.0,120.0,WINTER
713,M7I2157,2021,295.39,350.0,21.0,35.0,268600.0,141880,3.4,7674.285714285715,4053.714285714286,107.18,0.0,28.6,0.0,135.2,0.0,111.0,WINTER
714,M7I2158,2021,120.65,350.0,24.0,212.0,1633280.0,909120,3.6,7704.150943396226,4288.301886792453,160.07999999999998,0.0,19.8,0.0,93.6,0.0,103.8,WINTER
716,M7V2115,2021,1131.2,450.0,20.0,125.0,1067960.0,577120,2.9285714285714284,8543.68,4616.96,92.0,0.0,24.53,0.0,115.96,0.0,132.0,SUMMER
718,M7V2116,2021,183.79,450.0,18.0,110.0,828000.0,427490,3.9,7527.272727272727,3886.272727272728,170.66,0.0,24.2,0.0,114.4,0.0,115.2,SUMMER
720,M7V2117,2021,497.31,450.0,18.0,22.0,164890.0,73280,3.54,7495.0,3330.909090909091,174.8,0.0,24.53,0.0,115.96,0.0,118.2,SUMMER
722,M7V2118,2021,567.74,450.0,18.0,47.0,332060.0,153010,3.657142857142857,7065.106382978724,3255.531914893617,95.22,0.0,24.53,0.0,115.96,0.0,124.2,SUMMER
723,M7V2119,2021,742.46,450.0,19.0,84.0,513170.0,257310,3.3125,6109.166666666667,3063.214285714286,92.0,0.0,24.53,0.0,115.96,0.0,118.2,SUMMER
724,M7V2120,2021,2027.96,450.0,27.0,18.0,155460.0,80560,2.5,8636.666666666666,4475.555555555556,92.0,0.0,45.32,0.0,214.24,0.0,135.6,SUMMER
725,M6I21181,2021,476.87,350.0,23.0,104.0,589280.0,287040,2.6153846153846154,5666.153846153846,2760.0,0.0,14.0,0.0,152.0,0.0,0.0,0.0,WINTER
727,M6I21182,2021,754.96,350.0,18.0,104.0,590560.0,287660,2.3625,5678.461538461538,2765.9615384615386,0.0,14.0,0.0,152.0,0.0,0.0,0.0,WINTER
728,M4V2156,2021,1296.0,450.0,28.0,90.0,683540.0,379570,2.5964285714285715,7594.888888888889,4217.444444444444,177.1,21.777600000000003,25.6662,76.22160000000001,0.0,32.6664,39.996,SUMMER
730,M4V2157,2021,1704.04,450.0,27.0,110.0,692290.0,331540,2.745945945945946,6293.545454545455,3014.0,229.6228,16.363200000000003,27.489,73.6344,0.0,16.363200000000003,38.178,SUMMER
732,M4V2158,2021,931.08,450.0,24.0,115.0,616640.0,331510,2.371052631578947,5362.086956521739,2882.695652173913,139.9964,20.8656,25.746,73.0296,0.0,31.2984,38.082,SUMMER
733,M7V2142,2021,654.06,450.0,18.0,105.0,857900.0,426640,2.5,8170.476190476191,4063.238095238096,0.0,27.0,47.13,0.0,95.16,0.0,120.0,SUMMER
735,M7V2143,2021,-499.54,450.0,16.0,120.0,841100.0,375470,2.5,7009.166666666667,3128.9166666666665,0.0,0.0,22.0,0.0,104.0,0.0,114.0,SUMMER
737,M7V2144,2021,62.84,450.0,21.0,120.0,1163110.0,669020,2.5,9692.583333333334,5575.166666666667,46.0,0.0,26.07,0.0,123.24,0.0,120.0,SUMMER
739,M7V2145,2021,922.66,450.0,18.0,105.0,871940.0,509820,2.5,8304.190476190477,4855.428571428572,69.0,36.45,61.97,0.0,120.64,0.0,120.0,SUMMER
741,M7V2146,2021,687.7,450.0,21.0,65.0,511160.0,190360,2.5,7864.0,2928.6153846153848,0.0,27.0,44.93,0.0,84.76,0.0,120.0,SUMMER
743,M7V2147,2021,1101.12,450.0,26.0,120.0,1128340.0,653420,2.5,9402.833333333334,5445.166666666667,115.0,16.2,43.975,0.0,131.3,0.0,120.0,SUMMER
744,M7V2155,2021,-1917.69,450.0,10.0,118.0,914480.0,361400,4.3,7749.830508474576,3062.71186440678,0.0,0.0,24.2,0.0,114.4,0.0,120.0,SUMMER
746,M7I2101,2021,486.58,350.0,17.0,80.0,741820.0,396580,3.4,9272.75,4957.25,192.28,0.0,18.7,0.0,88.4,0.0,114.0,WINTER
748,M7I2102,2021,67.82,350.0,22.0,45.0,202130.0,108000,1.662,4491.777777777777,2400.0,0.0,0.0,19.8,0.0,93.6,0.0,114.0,WINTER
749,M7I2103,2021,-677.41,350.0,20.0,65.0,430660.0,230100,3.7,6625.538461538462,3540.0,92.0,0.0,19.8,0.0,93.6,0.0,90.0,WINTER
750,M7I2104,2021,1029.05,350.0,15.0,43.0,259290.0,135220,2.5,6030.0,3144.651162790697,193.2,0.0,19.8,0.0,93.6,0.0,108.0,WINTER
751,M7I2105,2021,245.89,350.0,21.0,80.0,546240.0,311520,3.6,6828.0,3894.0,92.0,0.0,17.6,0.0,83.2,0.0,108.0,WINTER
752,M7I2106,2021,216.15,350.0,17.0,90.0,587060.0,334800,3.5,6522.888888888889,3720.0,181.7,0.0,18.7,0.0,88.4,0.0,108.0,WINTER
754,M7I2107,2021,1629.12,350.0,19.0,80.0,510170.0,260540,2.0926829268292684,6377.125,3256.75,211.6,0.0,20.9,0.0,98.8,0.0,108.0,WINTER
755,M7I2108,2021,359.61,350.0,16.0,130.0,1224300.0,691000,3.5,9417.692307692309,5315.384615384615,188.6,0.0,19.8,0.0,93.6,0.0,90.0,WINTER
757,M7I2194,2021,-7.88,350.0,17.0,26.0,195350.0,98280,1.825,7513.461538461538,3780.0,0.0,0.0,20.9,0.0,98.8,0.0,108.0,WINTER
758,M7I2195,2021,157.5,350.0,17.0,91.0,683720.0,343980,1.5182795698924731,7513.406593406594,3780.0,0.0,0.0,19.8,0.0,93.6,0.0,90.0,WINTER
759,M7V2121,2021,434.41,450.0,23.0,80.0,783630.0,429740,2.5,9795.375,5371.75,92.0,0.0,22.0,0.0,104.0,0.0,102.0,SUMMER
761,M7V2122,2021,1367.99,450.0,36.0,100.0,562530.0,281720,2.5,5625.3,2817.2,92.0,0.0,17.6,0.0,83.2,0.0,108.0,SUMMER
763,M7V2123,2021,1269.01,450.0,31.0,55.0,218790.0,114600,2.5,3978.0,2083.6363636363635,92.0,0.0,24.2,0.0,114.4,0.0,90.0,SUMMER
765,M7V2124,2021,-402.67,450.0,22.0,100.0,674810.0,365000,2.5,6748.1,3650.0,0.0,0.0,20.9,0.0,98.8,0.0,90.0,SUMMER
767,M7V2125,2021,1324.09,450.0,30.0,43.0,286420.0,140830,2.5,6660.930232558139,3275.116279069768,188.6,0.0,17.6,0.0,83.2,0.0,108.0,SUMMER
768,M7V2126,2021,-408.64,450.0,25.0,75.0,327450.0,142280,2.5,4366.0,1897.0666666666664,0.0,0.0,22.0,0.0,104.0,0.0,90.0,SUMMER
769,M7V2127,2021,-346.99,450.0,20.0,130.0,1175730.0,635480,2.5,9044.076923076924,4888.307692307692,0.0,0.0,24.2,0.0,114.4,0.0,90.0,SUMMER
771,M7V2128,2021,384.3,450.0,21.0,70.0,642280.0,337840,2.5,9175.42857142857,4826.285714285715,92.0,0.0,24.2,0.0,114.4,0.0,84.0,SUMMER
773,M7V2134,2021,695.54,450.0,37.0,40.0,341130.0,178990,2.5,8528.25,4474.75,92.0,0.0,24.2,0.0,114.4,0.0,93.0,SUMMER
774,M4V2161,2021,1650.92,450.0,22.0,38.3,242900.0,125630,2.4,6342.036553524805,3280.156657963447,234.83,21.9328,0.0,76.76480000000001,0.0,32.8992,36.0,SUMMER
775,M6V2146,2021,-1562.35,450.0,15.0,22.0,256250.0,150190,4.3,11647.727272727272,6826.818181818182,0.0,109.5,0.0,67.5,0.0,114.0,0.0,SUMMER
776,M6V2147,2021,-1590.2,450.0,15.0,23.0,268460.0,158100,4.25,11672.173913043478,6873.913043478261,0.0,90.6,0.0,85.0,0.0,111.0,0.0,SUMMER
777,M6V2102,2021,-253.39,450.0,15.0,75.0,546190.0,208540,1.9448275862068964,7282.533333333334,2780.5333333333333,0.0,16.2,0.0,88.2,0.0,0.0,0.0,SUMMER
779,M6V2103,2021,-198.31,450.0,15.0,44.0,397340.0,140820,1.9448275862068964,9030.454545454546,3200.454545454545,0.0,16.2,0.0,86.4,0.0,0.0,0.0,SUMMER
780,M6V2101,2021,-1270.38,450.0,15.0,94.0,508010.0,262230,3.61,5404.36170212766,2789.68085106383,0.0,106.2,0.0,88.2,0.0,120.0,0.0,SUMMER
782,M4V2130,2021,963.51,450.0,19.0,127.0,1207480.0,748880,2.8476190476190477,9507.71653543307,5896.692913385827,189.06,10.8,0.0,48.6,0.0,18.0,88.8,SUMMER
784,M2I2102,2021,328.06,350.0,20.0,164.0,1691230.0,983790,3.362285714285714,10312.378048780489,5998.719512195122,55.2,0.0,22.0,0.0,104.0,0.0,0.0,WINTER
786,M2I2103,2021,856.51,350.0,13.0,87.0,730140.0,403910,3.445714285714285,8392.413793103447,4642.64367816092,124.2,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
787,M2I2104,2021,254.73,350.0,18.0,150.0,1322120.0,742110,3.524375,8814.133333333333,4947.4,124.2,0.0,22.0,0.0,104.0,0.0,0.0,WINTER
789,M2I2105,2021,55.05,350.0,14.0,140.0,1145360.0,651360,3.546875,8181.142857142857,4652.571428571428,55.2,0.0,22.0,0.0,104.0,0.0,132.0,WINTER
791,M2I2106,2021,921.34,350.0,14.0,100.0,842490.0,457470,2.5,8424.9,4574.7,124.2,0.0,22.0,0.0,104.0,0.0,0.0,WINTER
792,M2V2106,2021,-1058.29,450.0,19.0,164.0,761060.0,133950,3.8333333333333335,4640.609756097561,816.7682926829268,55.2,0.0,25.3,0.0,119.6,0.0,132.0,SUMMER
793,M2V2108,2021,435.27,450.0,15.0,82.0,195110.0,38630,2.83,2379.390243902439,471.0975609756098,55.2,0.0,22.0,0.0,104.0,0.0,72.0,SUMMER
794,M2V2109,2021,-487.94,450.0,18.0,82.0,181770.0,29430,2.9,2216.7073170731705,358.9024390243902,55.2,0.0,22.0,0.0,104.0,0.0,132.0,SUMMER
795,M4V2162,2021,406.01,450.0,22.0,24.0,252790.0,113100,2.3,10532.916666666666,4712.5,0.0,211.75,0.0,86.8,0.0,90.8,0.0,SUMMER
796,M4V2163,2021,346.03,450.0,22.0,25.0,249140.0,111240,2.4,9965.6,4449.6,0.0,219.4,0.0,86.8,0.0,84.8,0.0,SUMMER
797,M4V2164,2021,779.56,450.0,21.0,44.0,433260.0,213820,1.8,9846.818181818182,4859.545454545455,0.0,219.6,1.1,88.2,5.2,93.6,0.0,SUMMER
798,M4V2171,2021,499.34,450.0,18.0,30.0,320080.0,142150,2.1,10669.333333333334,4738.333333333333,0.0,217.15,0.0,86.8,0.0,84.8,0.0,SUMMER
799,M6I21189,2021,563.59,350.0,15.0,80.0,615090.0,328700,3.1,7688.625,4108.75,92.0,0.0,22.0,0.0,104.0,0.0,108.0,WINTER
800,M8V2132,2021,175.9,450.0,14.0,105.0,732260.0,334280,2.5,6973.9047619047615,3183.619047619048,92.0,0.0,21.45,0.0,101.4,0.0,150.0,SUMMER
802,M4V2126,2021,205.23,450.0,10.0,84.0,1167710.0,682290,3.797568000000001,13901.309523809525,8122.5,181.53,1.335,25.535,0.0,114.4,0.0,114.0,SUMMER
804,M4V2127,2021,420.3,450.0,15.0,32.81,236060.0,117460,2.95625,7194.757695824444,3580.0060957025294,182.16,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
805,M4V2148,2021,-707.3,450.0,18.0,78.0,605040.0,297380,3.742857142857143,7756.923076923077,3812.564102564103,106.72,0.0,0.0,0.0,0.0,0.0,120.0,SUMMER
807,M6V21101,2021,-1221.14,450.0,17.0,46.0,203220.0,90840,4.06,4417.826086956522,1974.782608695652,0.0,118.0,0.0,98.0,0.0,56.0,0.0,SUMMER
808,M6V21102,2021,-705.88,450.0,19.0,50.0,312810.0,162570,3.5,6256.2,3251.4,0.0,118.0,0.0,98.0,0.0,56.0,0.0,SUMMER
810,M4V2135,2021,-614.3,450.0,15.0,90.0,378660.0,170360,3.358,4207.333333333333,1892.888888888889,55.2,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
812,M4V2137,2021,-167.92,450.0,8.0,20.0,96240.0,56730,3.1,4812.0,2836.5,154.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
813,M4V2138,2021,40.92,450.0,13.0,103.0,819630.0,478340,3.233,7957.57281553398,4644.077669902913,98.9,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
815,M4V2139,2021,-44.34,450.0,8.0,36.7,175420.0,104480,2.823,4779.83651226158,2846.866485013624,98.9,0.0,50.4,0.0,0.0,0.0,0.0,SUMMER
816,M4V2140,2021,184.33,450.0,11.0,119.2,719770.0,468070,2.903,6038.338926174497,3926.761744966443,98.9,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
818,M4V2141,2021,-155.47,450.0,15.0,28.0,204670.0,111850,3.525,7309.642857142857,3994.642857142857,55.2,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
819,M4V2136,2021,1.82,450.0,9.0,40.2,322690.0,175350,2.575,8027.114427860696,4361.940298507462,55.2,0.0,0.0,0.0,0.0,0.0,88.8,SUMMER
820,M2V2119,2021,-691.47,450.0,12.0,120.0,297510.0,69620,2.45,2479.25,580.1666666666666,0.0,0.0,22.0,0.0,104.0,0.0,105.0,SUMMER
821,M8V2117,2021,-356.59,450.0,14.0,78.0,538850.0,311080,3.911538461538461,6908.333333333333,3988.205128205128,115.0,0.0,64.0,0.0,104.0,0.0,78.0,SUMMER
822,M8V2119,2021,-324.7,450.0,14.0,78.0,478140.0,282530,3.832,6130.0,3622.1794871794873,115.0,0.0,64.0,0.0,104.0,0.0,72.0,SUMMER
823,M6I2102,2021,1019.7,350.0,15.0,125.0,898660.0,471440,2.5,7189.28,3771.52,92.0,48.0,0.0,120.0,0.0,120.0,0.0,WINTER
825,M6I2103,2021,1296.1,350.0,17.0,85.0,406070.0,219080,2.5,4777.294117647059,2577.4117647058824,92.0,48.0,0.0,120.0,0.0,120.0,0.0,WINTER
826,M6I2107,2021,-195.48,350.0,15.0,75.0,465540.0,265500,2.845833333333333,6207.2,3540.0,0.0,102.5,0.0,105.0,0.0,120.0,0.0,WINTER
827,M6I2108,2021,754.39,350.0,15.0,104.0,661790.0,380930,3.0529411764705885,6363.365384615385,3662.788461538461,69.0,35.0,0.0,105.0,0.0,155.0,0.0,WINTER
828,M6I2112,2021,1094.21,350.0,15.0,90.0,586590.0,334530,2.5821428571428573,6517.666666666667,3717.0,69.0,35.0,0.0,105.0,0.0,35.0,0.0,WINTER
829,M6I2113,2021,631.06,350.0,15.0,122.0,757290.0,431880,3.1923076923076925,6207.295081967213,3540.0,69.0,35.0,0.0,105.0,0.0,0.0,0.0,WINTER
830,M6I2114,2021,991.57,350.0,15.0,88.0,474310.0,287620,2.6923076923076925,5389.886363636364,3268.409090909091,69.0,35.0,0.0,105.0,0.0,120.0,0.0,WINTER
832,M4V2132,2021,13.1,450.0,12.0,113.0,650880.0,334160,3.5780769036366387,5760.0,2957.16814159292,92.0,20.0,0.0,90.0,0.0,0.0,90.0,SUMMER
834,M4V2133,2021,-557.02,450.0,10.0,68.0,226510.0,104650,3.061363636363637,3331.029411764706,1538.970588235294,92.0,20.0,0.0,90.0,0.0,0.0,90.0,SUMMER
835,M4V2134,2021,313.0,450.0,15.0,86.0,342900.0,167750,3.181578943603917,3987.2093023255816,1950.5813953488373,92.0,20.0,0.0,90.0,0.0,0.0,90.0,SUMMER
836,M4V2175,2021,2381.35,450.0,19.0,99.86,493210.0,268460,0.3868888888888889,4939.014620468656,2688.36370919287,92.0,20.0,0.0,90.0,0.0,0.0,90.0,SUMMER
838,M4V2128,2021,-403.45,450.0,23.0,31.0,133810.0,51180,3.2058823529411766,4316.451612903225,1650.967741935484,0.0,152.35,0.77,98.4,3.64,105.0,0.0,SUMMER
839,M4V2149,2021,266.99,450.0,23.0,42.0,300080.0,141700,2.450136363636364,7144.761904761905,3373.809523809524,0.0,157.14999999999998,0.0,99.84,0.0,115.8,0.0,SUMMER
840,M6V2112,2021,-247.57,450.0,15.0,56.0,329130.0,175200,2.0,5877.321428571428,3128.5714285714284,0.0,0.0,19.8,0.0,93.6,0.0,0.0,SUMMER
842,M6V2168,2021,-1210.33,450.0,20.0,25.0,111410.0,51050,4.0,4456.4,2042.0,0.0,103.75,0.0,130.0,0.0,120.0,0.0,SUMMER
843,M6V2169,2021,-401.61,450.0,23.0,44.0,242570.0,128440,3.1,5512.954545454545,2919.090909090909,0.0,193.75,0.0,130.0,0.0,120.0,0.0,SUMMER
